科系代碼,科系名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生
230204,媒體設計科技學系,D 日,M 碩士,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
230204,媒體設計科技學系,D 日,B 學士,17,34,17,48,21,38,22,36,0,0,0,0,0,0,7,4
230204,媒體設計科技學系,P 進,B 學士,0,0,0,0,8,4,4,3,0,0,0,0,0,0,2,1
230205,媒體傳達設計學系,D 日,M 碩士,6,5,3,4,0,0,0,0,0,0,0,0,0,0,12,2
230205,媒體傳達設計學系,D 日,B 學士,32,59,43,43,39,53,43,37,0,0,0,0,0,0,39,20
230205,媒體傳達設計學系,N 職,M 碩士,0,0,1,4,3,2,0,0,0,0,0,0,0,0,2,1
230206,數位(內容)(與)(動畫)(科技)設計學系,D 日,M 碩士,17,11,14,12,4,2,6,0,0,0,0,0,0,0,0,0
230206,數位(內容)(與)(動畫)(科技)設計學系,D 日,B 學士,163,112,130,95,90,62,57,48,0,0,0,0,0,0,6,3
230206,數位(內容)(與)(動畫)(科技)設計學系,N 職,M 碩士,9,12,12,9,11,2,3,1,0,0,0,0,0,0,1,0
230206,數位(內容)(與)(動畫)(科技)設計學系,P 進,B 學士,24,8,11,1,8,11,9,10,0,0,0,0,0,0,5,1
230207,動畫媒體設計研究所,D 日,M 碩士,3,7,3,2,1,3,4,2,0,0,0,0,0,0,0,0
230207,動畫多媒體設計科,D 日,5 五專,23,16,23,34,45,21,28,15,0,0,0,0,0,0,0,0
230208,多媒體動畫系,D 日,B 學士,19,46,15,50,19,39,23,33,0,0,0,0,0,0,9,1
230213,互動設計系,D 日,M 碩士,6,13,8,9,2,2,0,1,0,0,0,0,0,0,0,0
230213,互動設計系,D 日,B 學士,15,39,12,40,0,0,0,0,0,0,0,0,0,0,0,0
230213,互動設計系,N 職,M 碩士,5,10,4,3,0,0,0,0,0,0,0,0,0,0,0,0
230301,工商業設計(技術)系,D 日,D 博士,8,5,3,2,3,4,2,2,3,4,4,2,1,3,1,0
230301,工商業設計(技術)系,D 日,M 碩士,14,34,14,17,6,16,7,6,0,0,0,0,0,0,0,0
230301,工商業設計(技術)系,D 日,B 學士,42,124,61,106,58,137,53,123,0,0,0,0,0,0,17,21
230301,工商業設計(技術)系,N 職,M 碩士,11,4,8,4,3,6,6,1,0,0,0,0,0,0,0,0
230301,工商業設計(技術)系,N 修,B 學士,0,0,0,0,0,0,11,20,0,0,0,0,0,0,6,7
230302,商業設計學系,D 日,M 碩士,12,35,7,32,6,20,4,7,0,0,0,0,0,0,0,0
230302,商業設計學系,D 日,B 學士,132,443,150,491,134,423,114,350,0,0,0,0,0,0,21,39
230302,商業設計學系,D 日,C 學士,0,0,0,0,12,51,10,50,0,0,0,0,0,0,1,3
230302,商業設計學系,N 職,M 碩士,9,13,9,12,8,7,2,3,1,0,0,0,0,0,0,0
230302,商業設計學系,N 修,B 學士,23,56,19,53,50,86,63,90,0,0,0,0,0,0,8,6
230302,商業設計學系,N 修,C 學士,0,0,0,0,7,37,7,23,0,0,0,0,0,0,1,5
230303,工業(產品)設計學系,D 日,D 博士,7,5,10,1,4,3,6,4,7,3,9,5,7,5,0,0
230303,工業(產品)設計學系,D 日,M 碩士,99,105,101,81,60,48,29,16,0,0,0,0,0,0,33,15
230303,工業(產品)設計學系,D 日,B 學士,535,570,502,529,427,503,436,490,0,0,0,0,0,0,102,65
230303,工業設計科,D 日,5 五專,0,0,0,0,0,0,7,7,14,11,0,0,0,0,0,0
230303,工業(產品)設計學系,N 職,M 碩士,40,52,42,22,34,20,22,11,6,7,3,1,0,0,25,12
230303,工業(產品)設計學系,N 修,B 學士,35,19,25,20,24,16,26,11,0,0,0,0,0,0,9,6
230303,工業(產品)設計學系,N 修,C 學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
230303,工業(產品)設計學系,P 進,B 學士,29,16,19,14,0,0,0,0,0,0,0,0,0,0,0,0
230304,生活產品設計系,D 日,B 學士,38,71,41,70,48,63,36,73,0,0,0,0,0,0,12,15
230304,生活產品設計系,N 職,M 碩士,4,2,5,1,0,0,0,0,0,0,0,0,0,0,8,6
230304,生活產品設計系,N 修,B 學士,16,16,8,9,0,0,15,17,0,0,0,0,0,0,8,1
230306,科技商品設計系,N 修,B 學士,0,0,29,15,26,11,23,16,0,0,0,0,0,0,6,12
230307,商品設計學系,D 日,M 碩士,2,1,2,5,3,3,2,3,0,0,0,0,0,0,0,0
230307,商品設計學系,D 日,B 學士,131,256,108,221,111,186,86,209,0,0,0,0,0,0,6,16
230307,商品設計學系,D 日,C 學士,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0
230307,商品設計科,D 日,5 五專,11,26,13,28,15,29,0,0,0,0,0,0,0,0,0,0
230307,商品設計學系,N 職,M 碩士,3,1,3,2,2,3,5,7,1,6,0,1,0,0,0,0
230307,商品設計學系,N 修,B 學士,9,14,10,16,13,12,17,11,0,0,0,0,0,0,6,4
230309,創意商品設計學系,D 日,M 碩士,5,7,6,1,2,0,0,0,0,0,0,0,0,0,0,0
230309,創意商品設計學系,D 日,B 學士,120,183,96,141,106,161,109,158,0,0,0,0,0,0,12,11
230309,創意商品設計學系,D 日,C 學士,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
230309,創意商品設計科,D 日,5 五專,5,32,2,25,9,35,0,0,0,0,0,0,0,0,0,0
230309,創意商品設計學系,P 進,B 學士,28,33,20,14,23,13,18,6,0,0,0,0,0,0,6,2
230311,流行商品設計系,D 日,B 學士,15,21,18,30,26,36,21,41,0,0,0,0,0,0,7,5
230311,流行商品設計科,D 日,5 五專,4,20,12,34,18,30,17,14,0,0,0,0,0,0,0,0
230312,產品與媒體設計學系,D 日,M 碩士,5,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0
230312,產品與媒體設計學系,D 日,B 學士,24,55,24,46,19,36,20,27,0,0,0,0,0,0,0,0
230313,創新產品設計系,D 日,B 學士,42,65,32,66,39,56,23,27,0,0,0,0,0,0,1,1
230313,創新產品設計系,N 修,B 學士,22,24,23,18,20,23,23,23,0,0,0,0,0,0,3,7
230314,創意商品設計與管理系,D 日,B 學士,53,64,54,67,75,76,50,51,0,0,0,0,0,0,3,3
230315,流行創意商品設計學位學程,D 日,B 學士,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,1
230316,商品開發與設計學系,D 日,B 學士,17,8,6,7,32,19,26,14,0,0,0,0,0,0,1,2
230317,創意產品設計學系,D 日,M 碩士,6,5,6,2,8,5,4,1,0,0,0,0,0,0,0,0
230317,創意產品設計學系,D 日,B 學士,160,193,171,163,139,114,92,97,0,0,0,0,0,0,9,4
230317,創意產品設計學系,N 修,B 學士,32,14,0,0,3,1,7,8,0,0,0,0,0,0,0,0
230317,創意產品設計學系,P 進,B 學士,14,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0
230319,遊戲與產品設計系,D 日,B 學士,83,13,84,16,71,17,0,0,0,0,0,0,0,0,0,0
230320,遊戲與玩具設計科,D 日,5 五專,15,1,31,5,32,9,0,0,0,0,0,0,0,0,0,0
230321,電腦輔助工業設計系,D 日,B 學士,87,26,75,28,0,0,0,0,0,0,0,0,0,0,0,0
230321,電腦輔助工業設計系,N 修,B 學士,42,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230322,陶瓷創意設計系,D 日,B 學士,5,8,8,13,9,6,2,8,0,0,0,0,0,0,2,1
230323,創新設計工程系,D 日,B 學士,17,22,18,22,0,0,0,0,0,0,0,0,0,0,0,0
230324,綠色產品設計學位學程,D 日,B 學士,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230401,室內設計學系,D 日,M 碩士,25,20,11,23,12,13,3,1,0,0,0,0,0,0,0,0
230401,室內設計學系,D 日,B 學士,457,607,413,580,305,514,253,428,0,0,0,0,0,0,38,41
230401,室內設計學系,D 日,C 學士,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
230401,室內設計學系,N 職,M 碩士,16,8,18,5,6,2,5,1,2,1,2,1,0,0,0,0
230401,室內設計學系,N 修,B 學士,143,108,121,70,47,94,78,49,0,0,0,0,0,0,37,19
230401,室內設計學系,N 修,C 學士,0,0,0,0,27,3,13,7,0,0,0,0,0,0,2,3
230401,室內設計科,N 修,2 二專,43,13,21,11,0,0,0,0,0,0,0,0,0,0,1,6
230402,空間設計學系,D 日,M 碩士,1,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0
230402,空間設計學系,D 日,B 學士,214,230,194,184,144,178,142,185,0,0,0,0,0,0,32,22
230402,空間設計學系,D 日,C 學士,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
230402,空間設計學系,N 修,B 學士,32,28,39,28,29,23,17,14,0,0,0,0,0,0,7,2
230402,空間設計學系,N 修,C 學士,0,0,0,0,20,11,8,11,0,0,0,0,0,0,0,0
230402,空間設計學系,P 進,B 學士,23,13,18,9,9,0,5,6,0,0,0,0,0,0,1,1
230403,室內與景觀設計學系,P 進,B 學士,25,27,29,20,20,22,15,23,0,0,0,0,0,0,14,10
230404,建築與室內設計系,D 日,M 碩士,13,15,13,12,8,8,4,3,0,0,0,0,0,0,3,9
230404,建築與室內設計系,D 日,B 學士,90,76,85,86,75,88,71,83,0,0,0,0,0,0,24,9
230404,建築與室內設計系,N 職,M 碩士,5,4,4,3,0,0,0,0,0,0,0,0,0,0,11,5
230404,建築與室內設計系,N 修,B 學士,30,21,35,23,23,23,26,13,0,0,0,0,0,0,4,3
230404,建築與室內設計科,N 修,2 二專,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0
230499,建築與設計學院,P 進,B 學士,23,5,13,7,5,2,0,0,0,0,0,0,0,0,0,0
239901,文化創意(與)設計系,D 日,D 博士,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239901,文化創意(與)設計系,D 日,M 碩士,13,17,9,16,4,1,0,0,0,0,0,0,0,0,3,6
239901,文化創意(與)設計系,D 日,B 學士,30,43,22,36,31,41,21,30,0,0,0,0,0,0,7,3
239901,文化創意設計科,D 日,5 五專,5,8,7,19,6,14,10,12,4,5,0,0,0,0,0,0
239901,文化創意(與)設計系,N 職,M 碩士,26,29,10,8,13,12,0,0,0,0,0,0,0,0,7,7
239901,文化創意(與)設計系,N 修,B 學士,13,10,10,14,9,11,7,24,0,0,0,0,0,0,4,5
239903,創意設計與建築學系,D 日,M 碩士,10,6,11,1,3,2,0,0,0,0,0,0,0,0,0,0
239903,創意設計與建築學系,D 日,B 學士,9,43,9,42,5,46,9,41,0,0,0,0,0,0,8,8
239903,創意設計與建築學系,N 職,M 碩士,10,3,3,8,7,1,10,3,3,1,0,2,0,0,0,0
239904,遊戲系統創新設計學位學程,D 日,B 學士,48,15,26,11,0,0,0,0,0,0,0,0,0,0,0,0
239905,原住民文化創意產業學位學程,D 日,B 學士,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239988,藝術設計類產業研發專班,D 日,M 碩士,4,1,3,6,10,3,0,0,0,0,0,0,0,0,2,1
239989,設計類第二專長學位學程,D 日,X 4+X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
239999,設計(暨藝術)學院(不分系),D 日,M 碩士,27,51,19,21,15,17,15,9,0,0,0,0,0,0,0,0
239999,設計(暨藝術)學院(不分系),D 日,B 學士,6,12,8,11,0,0,0,0,0,0,0,0,0,0,0,0
239999,設計(暨藝術)學院(不分系),N 職,M 碩士,6,11,5,27,7,10,2,5,0,1,5,0,0,0,0,0
239999,設計(暨藝術)學院(不分系),S 暑,M 碩士,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
310101,經濟學系,D 日,D 博士,19,7,9,7,10,3,8,2,8,10,21,3,6,10,0,1
310101,經濟學系,D 日,M 碩士,194,107,193,106,48,10,11,5,0,0,0,0,0,0,0,1
310101,經濟學系,D 日,B 學士,1055,970,1102,987,1041,1015,950,1064,0,0,0,0,0,0,209,120
310101,經濟學系,N 職,M 碩士,30,32,32,36,21,20,16,10,9,7,0,0,0,0,1,1
310101,經濟學系,P 進,B 學士,66,65,72,78,87,89,65,80,0,0,0,0,0,0,38,19
310102,應用經濟系,D 日,D 博士,2,2,2,3,2,2,0,0,0,2,2,1,2,2,1,0
310102,應用經濟系,D 日,M 碩士,42,17,22,17,5,6,1,1,0,0,0,0,0,0,0,0
310102,應用經濟系,D 日,B 學士,120,105,95,108,81,108,101,94,0,0,0,0,0,0,19,4
310102,應用經濟系,N 職,M 碩士,18,21,27,16,6,4,2,0,0,0,0,0,0,0,0,0
310103,合作經濟學系,D 日,M 碩士,3,3,4,2,1,1,0,1,0,0,0,0,0,0,0,0
310103,合作經濟學系,D 日,B 學士,21,42,17,40,19,42,27,34,0,0,0,0,0,0,6,4
310103,合作經濟學系,N 職,M 碩士,3,9,5,3,3,2,1,3,0,0,0,0,0,0,0,0
310104,產業經濟學系,D 日,D 博士,4,0,4,1,3,1,0,0,0,1,2,0,2,4,8,1
310104,產業經濟學系,D 日,M 碩士,15,17,17,19,2,2,3,2,0,0,0,0,0,0,0,0
310104,產業經濟學系,D 日,B 學士,63,63,66,73,67,64,64,71,0,0,0,0,0,0,19,4
310104,產業經濟學系,N 職,M 碩士,11,12,13,11,8,6,1,4,1,1,0,0,0,0,0,0
310108,經濟與社會研究所,D 日,M 碩士,0,0,0,0,2,2,0,1,0,0,0,0,0,0,1,1
310109,政治經濟學系,D 日,D 博士,0,3,1,2,1,1,0,0,2,2,4,1,4,1,0,0
310109,政治經濟學系,D 日,M 碩士,5,14,2,9,6,7,2,2,0,0,0,0,0,0,0,0
310109,政治經濟學系,D 日,B 學士,31,22,21,28,17,30,14,34,0,0,0,0,0,0,1,3
310109,政治經濟學系,N 職,M 碩士,6,12,6,8,5,6,1,1,2,4,0,0,0,0,0,0
310112,應用經濟與社會發展英語學位學程,D 日,M 碩士,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310201,政治學系,D 日,D 博士,25,11,23,7,22,9,19,4,25,9,23,4,27,8,0,0
310201,政治學系,D 日,M 碩士,77,61,64,62,70,51,51,51,0,0,0,0,0,0,0,0
310201,政治學系,D 日,B 學士,262,352,235,375,226,379,252,355,0,0,0,0,0,0,80,85
310201,政治學系,N 職,M 碩士,31,39,24,29,12,9,11,9,15,6,3,3,0,0,5,2
310202,全球(化)政治(與)經濟學系,D 日,B 學士,19,30,20,28,18,38,23,24,0,0,0,0,0,0,7,1
310203,國際政治研究所,D 日,D 博士,3,1,1,0,4,2,1,1,4,0,1,1,0,3,0,0
310203,國際政治研究所,D 日,M 碩士,4,10,3,13,8,8,4,4,0,0,0,0,0,0,0,0
310203,國際政治研究所,N 職,M 碩士,9,5,10,15,1,3,3,2,2,1,0,0,0,0,0,0
310207,國家安全與大陸研究碩士,N 職,M 碩士,24,4,21,2,7,0,0,0,3,0,0,0,0,0,0,0
310208,中山與中國大陸研究所,D 日,D 博士,11,1,6,2,8,2,10,5,11,5,12,2,13,6,0,0
310208,中山與中國大陸研究所,D 日,M 碩士,4,5,8,3,5,1,4,4,0,0,0,0,0,0,0,0
310301,社會學系,D 日,D 博士,8,8,6,3,4,3,5,7,4,4,9,6,11,10,0,0
310301,社會學系,D 日,M 碩士,74,66,47,61,46,61,45,48,0,0,0,0,0,0,0,0
310301,社會學系,D 日,B 學士,200,385,200,361,201,375,210,373,0,0,0,0,0,0,41,78
310301,社會學系,N 職,M 碩士,8,21,5,21,3,3,2,5,3,4,2,2,0,0,9,10
310302,應用社會學系,D 日,M 碩士,7,16,8,14,7,8,5,5,0,0,0,0,0,0,1,0
310302,應用社會學系,D 日,B 學士,24,43,16,38,16,31,26,27,0,0,0,0,0,0,4,2
310303,社會發展學系,D 日,M 碩士,7,6,11,13,2,3,6,13,0,0,0,0,0,0,0,0
310303,社會發展學系,D 日,B 學士,14,26,14,29,14,28,19,28,0,0,0,0,0,0,1,2
310303,社會發展學系,N 職,M 碩士,3,9,1,15,3,7,3,5,1,2,3,6,0,0,0,0
310304,資訊社會學研究所,D 日,M 碩士,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0
310304,資訊社會學研究所,N 職,M 碩士,0,0,0,0,1,0,3,0,2,1,6,2,0,0,0,0
310306,社會暨政策科學學系,D 日,M 碩士,4,3,5,5,4,3,1,0,0,0,0,0,0,0,0,0
310306,社會暨政策科學學系,D 日,B 學士,21,48,17,45,13,44,14,44,0,0,0,0,0,0,8,5
310306,社會暨政策科學學系,N 職,M 碩士,8,31,13,31,8,8,0,1,1,0,0,0,0,0,0,0
310307,社會與文化研究所,D 日,D 博士,2,5,3,3,3,0,5,2,2,3,1,2,5,2,0,1
310307,社會與文化研究所,D 日,M 碩士,2,7,5,5,6,5,4,8,0,0,0,0,0,0,0,0
310308,性別研究所,D 日,M 碩士,5,12,5,10,9,10,5,2,0,0,0,0,0,0,0,0
310311,未來與樂活產業學系,D 日,M 碩士,15,41,20,33,6,13,16,10,0,0,0,0,0,0,0,1
310311,未來與樂活產業學系,D 日,B 學士,11,25,13,20,12,19,22,14,0,0,0,0,0,0,0,1
310312,原鄉發展跨領域學位學程,D 日,B 學士,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310401,民族(文化)學系,D 日,D 博士,2,2,3,1,1,1,3,0,5,2,0,1,7,0,0,0
310401,民族(文化)學系,D 日,M 碩士,6,1,1,5,5,8,3,5,0,0,0,0,0,0,0,0
310401,民族(文化)學系,D 日,B 學士,17,27,8,32,9,29,10,21,0,0,0,0,0,0,4,8
310402,民族(事務與)發展學系,D 日,M 碩士,5,5,6,9,8,9,4,6,0,0,0,0,0,0,0,0
310402,民族(事務與)發展學系,D 日,B 學士,8,14,18,26,20,30,15,34,0,0,0,0,0,0,5,4
310402,民族(事務與)發展學系,N 職,M 碩士,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310404,族群(關係)與文化學系,D 日,D 博士,2,2,1,2,0,3,3,0,1,1,1,0,0,0,0,0
310404,族群(關係)與文化學系,D 日,M 碩士,0,4,2,2,1,2,2,4,0,0,0,0,0,0,0,0
310404,族群(關係)與文化學系,D 日,B 學士,12,28,7,28,10,32,17,24,0,0,0,0,0,0,12,10
310404,族群(關係)與文化學系,N 職,M 碩士,5,6,2,7,1,2,0,5,2,2,1,3,0,0,0,0
310501,(應用)心理學系,D 日,D 博士,8,9,5,8,5,11,12,11,9,12,11,8,8,15,0,0
310501,(應用)心理學系,D 日,M 碩士,117,158,85,148,85,109,58,73,0,0,0,0,0,0,16,17
310501,(應用)心理學系,D 日,B 學士,330,487,355,527,337,473,291,476,0,0,0,0,0,0,87,64
310501,(應用)心理學系,N 職,M 碩士,4,11,0,11,3,9,1,2,0,4,1,6,0,0,1,4
310501,(應用)心理學系,P 進,B 學士,15,15,6,9,8,11,8,11,0,0,0,0,0,0,5,8
310503,社會心理學系,D 日,M 碩士,2,1,3,3,1,5,5,7,0,0,0,0,0,0,0,0
310503,社會心理學系,D 日,B 學士,33,78,27,80,28,69,28,76,0,0,0,0,0,0,2,6
310504,心理輔導學系,D 日,M 碩士,7,8,5,15,6,13,9,21,0,0,0,0,0,0,0,0
310504,心理輔導學系,D 日,B 學士,21,44,23,47,33,36,17,47,0,0,0,0,0,0,3,8
310505,臨床(與諮商)心理學系,D 日,M 碩士,4,8,4,8,1,11,4,8,0,0,0,0,0,0,0,0
310505,臨床(與諮商)心理學系,D 日,B 學士,15,42,25,42,15,53,25,43,0,0,0,0,0,0,7,5
310506,輔導與諮商學系,D 日,D 博士,4,10,2,8,1,4,0,11,4,4,0,8,4,15,0,1
310506,輔導與諮商學系,D 日,M 碩士,20,55,16,68,14,53,12,49,0,0,0,0,0,0,2,6
310506,輔導與諮商學系,D 日,B 學士,32,97,33,103,25,114,32,112,0,0,0,0,0,0,5,5
310506,輔導與諮商學系,N 職,M 碩士,13,61,21,62,5,43,1,17,3,4,2,4,0,0,1,6
310507,諮商與輔導學系,D 日,M 碩士,4,11,6,10,1,10,2,16,0,0,0,0,0,0,0,0
310507,諮商與輔導學系,D 日,B 學士,7,34,12,29,12,30,7,36,0,0,0,0,0,0,1,3
310507,諮商與輔導學系,N 職,M 碩士,1,0,3,20,0,0,0,5,0,0,0,0,0,0,0,0
310508,諮商(與)(應用)心理學系,D 日,M 碩士,1,12,1,16,7,11,4,11,0,0,0,0,0,0,2,1
310508,諮商(與)(應用)心理學系,D 日,B 學士,24,52,24,51,26,36,10,29,0,0,0,0,0,0,3,5
310508,諮商(與)(應用)心理學系,N 職,M 碩士,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0
310508,諮商(與)(應用)心理學系,P 進,B 學士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
310509,心理與諮商學系,D 日,M 碩士,11,36,10,31,10,38,8,41,0,0,0,0,0,0,0,1
310509,心理與諮商學系,D 日,B 學士,27,60,21,63,27,58,28,56,0,0,0,0,0,0,7,6
310509,心理與諮商學系,N 職,M 碩士,0,2,1,22,0,2,1,12,0,0,0,0,0,0,0,8
310510,認知(與)(神經)科學研究所,D 日,D 博士,1,2,1,0,1,2,1,1,0,0,0,0,0,0,0,0
310510,認知(與)(神經)科學研究所,D 日,M 碩士,0,5,2,2,2,5,0,0,0,0,0,0,0,0,0,0
310511,行為醫學研究所,D 日,M 碩士,2,10,6,5,4,8,1,2,0,0,0,0,0,0,0,0
310514,婚姻與家族治療研究所,D 日,M 碩士,4,3,0,5,2,2,2,4,0,0,0,0,0,0,0,0
310515,神經科學與認知科學研究所,D 日,M 碩士,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0
310517,諮商與工商心理學系,D 日,M 碩士,2,10,5,3,0,5,0,4,0,0,0,0,0,0,0,0
310517,諮商與工商心理學系,D 日,B 學士,22,54,23,50,21,45,18,42,0,0,0,0,0,0,6,4
310517,諮商與工商心理學系,N 職,M 碩士,8,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0
310518,諮商與臨床心理學系,D 日,M 碩士,15,20,9,22,6,24,12,24,0,0,0,0,0,0,0,0
310518,諮商與臨床心理學系,D 日,B 學士,14,33,18,35,18,40,19,36,0,0,0,0,0,0,3,4
310519,健康心理學系,D 日,B 學士,23,43,18,43,20,41,17,32,0,0,0,0,0,0,13,8
310520,諮商心理與復健諮商研究所,D 日,D 博士,1,5,3,3,0,5,2,1,1,2,1,4,4,3,0,1
310520,諮商心理與復健諮商研究所,D 日,M 碩士,10,19,7,19,5,16,3,24,0,0,0,0,0,0,2,4
310521,生死與健康心理諮商系,D 日,M 碩士,3,15,8,15,3,15,3,18,0,0,0,0,0,0,0,0
310521,生死與健康心理諮商系,D 日,B 學士,20,33,16,34,15,28,0,0,0,0,0,0,0,0,0,0
310601,地理學系,D 日,D 博士,11,3,6,4,4,5,9,3,5,2,4,1,6,2,0,0
310601,地理學系,D 日,M 碩士,35,15,20,28,22,18,6,5,0,0,0,0,0,0,0,0
310601,地理學系,D 日,B 學士,116,98,126,89,103,97,100,94,0,0,0,0,0,0,24,16
310601,地理學系,N 職,M 碩士,13,4,4,1,7,11,1,4,0,1,2,0,0,0,0,0
310601,地理學系,S 暑,M 碩士,4,10,0,3,1,15,0,1,2,4,0,0,0,0,0,0
310602,地理環境資源學系,D 日,D 博士,3,1,2,1,2,4,7,2,2,1,1,0,1,0,0,0
310602,地理環境資源學系,D 日,M 碩士,13,9,15,9,5,4,2,0,0,0,0,0,0,0,0,0
310602,地理環境資源學系,D 日,B 學士,26,15,17,14,27,10,24,10,0,0,0,0,0,0,7,5
310602,地理環境資源學系,N 職,M 碩士,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
310603,地學研究所,D 日,D 博士,3,0,3,0,3,1,2,0,4,1,4,2,3,1,0,0
310603,地學研究所,D 日,M 碩士,19,3,8,6,3,5,5,0,0,0,0,0,0,0,0,0
310702,東亞學系,D 日,D 博士,7,0,3,1,2,0,3,3,3,2,2,0,5,4,0,0
310702,東亞學系,D 日,M 碩士,25,15,17,9,23,16,7,16,0,0,0,0,0,0,0,0
310702,東亞學系,D 日,B 學士,12,34,11,32,6,36,11,27,0,0,0,0,0,0,8,8
310704,東南亞學系,D 日,D 博士,3,3,3,1,3,2,1,1,2,0,2,1,0,1,0,0
310704,東南亞學系,D 日,M 碩士,9,11,12,9,7,10,6,3,0,0,0,0,0,0,5,2
310704,東南亞學系,D 日,B 學士,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310704,東南亞學系,N 職,M 碩士,3,17,4,16,0,0,3,0,0,0,0,1,0,0,0,0
310705,日本研究所,D 日,M 碩士,4,9,5,4,1,7,1,1,0,0,0,0,0,0,0,0
310706,歐洲研究所,D 日,D 博士,2,1,3,3,1,1,0,0,0,0,0,0,0,0,7,4
310706,歐洲研究所,D 日,M 碩士,8,11,3,17,0,0,0,0,0,0,0,0,0,0,13,25
310707,(中國)大陸研究所,D 日,M 碩士,8,9,14,10,0,0,0,0,0,0,0,0,0,0,11,6
310707,(中國)大陸研究所,N 職,M 碩士,16,13,19,8,0,0,0,0,0,0,0,0,0,0,15,12
310709,俄羅斯研究所,D 日,M 碩士,4,6,6,4,3,8,3,2,0,0,0,0,0,0,0,0
310710,德國文化學系,D 日,M 碩士,0,1,3,3,0,3,3,5,0,0,0,0,0,0,0,0
310710,德國文化學系,D 日,B 學士,12,52,11,53,15,42,14,44,0,0,0,0,0,0,3,10
310712,中亞研究所,D 日,M 碩士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
310713,文化與自然資源學系,D 日,M 碩士,6,3,2,6,5,5,0,0,0,0,0,0,0,0,0,0
310713,文化與自然資源學系,D 日,B 學士,16,25,18,21,17,25,19,21,0,0,0,0,0,0,1,1
310713,文化與自然資源學系,N 職,M 碩士,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
310716,東方人文思想研究所,D 日,D 博士,3,4,3,5,4,3,0,3,1,4,2,1,4,2,0,0
310716,東方人文思想研究所,D 日,M 碩士,4,8,4,12,2,3,3,3,0,0,0,0,0,0,0,0
310716,東方人文思想研究所,N 職,M 碩士,6,18,9,10,4,5,1,6,2,2,3,1,0,0,0,0
310718,閩南文化研究所,D 日,M 碩士,2,6,5,4,3,4,1,6,0,0,0,0,0,0,0,0
310719,臺灣研究所,D 日,M 碩士,1,8,2,4,4,2,1,4,0,0,0,0,0,0,0,0
310719,臺灣研究所,N 職,M 碩士,3,11,3,12,0,7,0,2,0,0,0,0,0,0,3,4
310720,臺灣文化(及語言)(文學)學系,D 日,M 碩士,17,25,12,27,17,20,19,21,0,0,0,0,0,0,1,0
310720,臺灣文化(及語言)(文學)學系,D 日,B 學士,29,32,24,26,31,26,24,28,0,0,0,0,0,0,0,3
310720,臺灣文化(及語言)(文學)學系,N 職,M 碩士,5,8,7,11,5,1,4,3,1,1,0,3,0,0,0,0
310722,客家文化(產業)研究所,D 日,M 碩士,9,13,7,15,5,12,3,8,0,0,0,0,0,0,0,2
310723,客家社會(與)文化研究所,N 職,M 碩士,7,13,9,11,3,13,0,4,0,0,0,0,0,0,1,1
310727,歐洲文化與觀光研究所,D 日,M 碩士,1,10,2,11,1,11,1,7,0,0,0,0,0,0,0,0
310728,亞太研究英語學位學程,D 日,D 博士,6,4,3,4,6,3,6,3,6,3,0,3,0,0,0,0
310728,亞太研究英語學位學程,D 日,M 碩士,20,18,24,16,8,10,11,6,0,0,0,0,0,0,0,0
310729,中國與亞太區域研究所,D 日,D 博士,10,7,10,1,13,6,5,4,8,7,8,2,6,5,0,0
310729,中國與亞太區域研究所,D 日,M 碩士,12,11,15,14,9,5,3,2,0,0,0,0,0,0,0,0
